Date,Open,High,Low,Close,Volume
2013-03-25,820.6,823.35,802.25,809.25,3213575.0
2013-03-26,802.5,805.0,780.0,783.35,4449515.0
2013-03-27,793.75,795.475,772.2,778.125,5255039.5
2013-03-28,785.0,785.95,764.4,772.9,6060564.0
2013-03-29,783.0,788.375,769.0999999999999,775.825,3981943.5
2013-04-01,781.0,790.8,773.8,778.75,1903323.0
2013-04-02,780.2,796.5,778.3,793.9,2539732.0
2013-04-03,797.8,799.0,771.0,776.55,2130749.0
2013-04-04,772.5,777.95,764.2,767.55,2723719.0
2013-04-05,769.0,782.4,767.7,780.1,2969243.0
2013-04-08,778.1,794.35,778.0,789.4,2029499.0
2013-04-09,792.1,795.6,771.1,776.95,2990299.0
2013-04-10,780.1,783.95,771.6,779.4,2786488.0
2013-04-11,784.0,785.1,764.15,771.1,2612370.0
2013-04-12,767.0,780.4,765.0,775.35,2594372.0
2013-04-15,773.05,799.95,773.05,793.6,3699483.0
2013-04-16,797.0,810.0,785.4,804.95,4062976.0
2013-04-17,805.85,809.6,769.2,773.7,7338828.0
2013-04-18,776.5,785.2,772.65,781.6,3152921.0
2013-04-19,781.25,789.95,775.4749999999999,785.675,3038352.0
2013-04-22,786.0,794.7,778.3,789.75,2923783.0
2013-04-23,791.5,805.8,786.05,803.7,2824426.0
2013-04-24,799.55,816.2,796.825,811.675,4374825.5
2013-04-25,807.6,826.6,807.6,819.65,5925225.0
2013-04-26,813.0,825.0,789.7,792.4,4766434.0
2013-04-29,793.1,798.9,788.45,792.65,4793061.0
2013-04-30,793.65,796.65,777.15,788.2,4011397.0
2013-05-01,790.525,801.825,780.275,795.55,5118574.5
2013-05-02,787.4,807.0,783.4,802.9,6225752.0
2013-05-03,803.0,815.9,794.9,800.5,2952640.0
2013-05-06,802.2,824.95,802.2,821.6,2139146.0
2013-05-07,821.5,835.9,819.65,828.15,3778450.0
2013-05-08,830.1,832.9,822.05,829.65,2710630.0
2013-05-09,828.4,831.65,815.0,818.1,1870391.0
2013-05-10,814.7,820.5,809.2,812.95,2075931.0
2013-05-13,813.35,825.5,798.8,803.0,2077188.0
2013-05-14,800.55,809.0,795.6,798.15,2017950.0
2013-05-15,802.0,820.8,802.0,819.0,2572806.0
2013-05-16,816.0,843.8,815.5,840.65,3473901.0
2013-05-17,840.65,844.7,823.3,835.5,2853857.0
2013-05-20,837.4,855.0,828.75,831.15,3025949.0
2013-05-21,831.1,840.0,825.3,828.6,2421664.0
2013-05-22,830.1,834.0,813.5,818.75,2875414.0
2013-05-23,811.65,816.0,780.1,784.45,2925439.0
2013-05-24,793.4,794.7,779.2,786.45,1823040.0
2013-05-27,802.75,832.8,801.0,828.3,4333130.0
2013-05-28,830.0,846.9,826.2,843.4,4968154.0
2013-05-29,840.5,849.8,833.45,847.9,5886563.0
2013-05-30,845.0,846.0,830.0,836.8,4165950.0
2013-05-31,834.1,835.75,802.1,806.3,3922347.0
2013-06-03,803.7,805.35,785.25,787.9,3237910.0
2013-06-04,790.6,799.8,779.15,780.2,3372217.0
2013-06-05,780.5,804.3,780.5,802.0,2914171.0
2013-06-06,800.0,803.9,788.1,792.0,3911834.0
2013-06-07,794.2,802.0,781.0,783.6,2153414.0
2013-06-10,789.0,795.5,782.0,789.35,2597020.0
2013-06-11,783.5,791.5,775.3,785.6,3026936.0
2013-06-12,783.05,797.5,782.2,790.8,2920051.0
2013-06-13,783.0,792.9,780.55,789.8,2223263.0
2013-06-14,796.2,819.85,796.1,814.65,4017490.0
2013-06-17,815.5,827.9,811.1,825.55,2534907.0
2013-06-18,823.7,837.5,817.45,823.4,3579236.0
2013-06-19,822.0,833.25,814.9,831.7,3961700.0
2013-06-20,817.9,817.9,795.0,798.0,3982470.0
2013-06-21,799.9,810.35,783.6,792.85,4682806.0
2013-06-24,790.0,796.15,778.5,792.65,3728564.0
2013-06-25,799.7,819.9,795.0,803.8,4396198.0
2013-06-26,809.45,814.45,801.1,803.6,3808494.0
2013-06-27,816.5,836.95,814.4,830.0,5886358.0
2013-06-28,869.5,873.0,846.0,862.6,11002553.0
2013-07-01,862.0,888.0,855.65,885.7,4685396.0
2013-07-02,883.1,891.8,868.75,871.85,4064138.0
2013-07-03,860.5,863.35,848.55,850.85,2929628.0
2013-07-04,853.1,870.6,847.35,861.65,3024958.0
2013-07-05,866.35,884.75,866.35,880.35,2915951.0
2013-07-08,870.0,873.45,858.15,866.95,3258017.0
2013-07-09,869.1,881.8,867.05,874.8,2953811.0
2013-07-10,874.25,879.85,839.0,856.0,5083109.0
2013-07-11,865.0,873.3,859.25,870.05,2598534.0
2013-07-12,874.25,896.0,869.6,889.95,3285192.0
2013-07-15,886.0,899.9,886.0,896.85,2951748.0
2013-07-16,887.0,904.45,883.05,900.6,2965797.0
2013-07-17,903.0,917.9,903.0,914.95,5287638.0
2013-07-18,918.0,919.95,909.2,917.25,2812387.0
2013-07-19,919.05,927.9,913.05,923.7,3268422.0
2013-07-22,915.0,915.0,898.95,909.05,3876482.0
2013-07-23,912.05,925.0,907.25,909.55,2841507.0
2013-07-24,908.0,916.9,895.15,909.35,3151838.0
2013-07-25,905.95,912.2,877.45,890.75,3618768.0
2013-07-26,892.2,903.7,885.45,890.15,2186491.0
2013-07-29,887.05,898.65,882.55,885.7,2091846.0
2013-07-30,887.05,892.0,853.9,857.35,2604256.0
2013-07-31,858.65,879.7,842.6,872.05,3610644.0
2013-08-01,875.15,882.85,844.85,850.0,2530722.0
2013-08-02,860.0,871.95,850.0,857.35,2930875.0
2013-08-05,860.0,872.9,855.75,861.55,2870806.0
2013-08-06,858.45,864.2,830.15,841.05,2837977.0
2013-08-07,845.0,881.85,831.0,872.45,4296180.0
2013-08-08,867.35,872.45,857.15,865.65,2598354.0
2013-08-09,868.175,872.6500000000001,848.8,855.65,2296813.0
2013-08-12,869.0,872.85,840.45,845.65,1995272.0
2013-08-13,843.0,859.95,835.0,852.9,2637165.0
2013-08-14,856.0,868.0,847.45,865.0,2573906.0
2013-08-15,860.5,867.5,832.3,845.85,4409617.0
2013-08-16,865.0,867.0,817.15,826.7,6245328.0
2013-08-19,823.0,834.0,807.55,820.25,3691650.0
2013-08-20,811.1,830.8,805.05,825.35,2610167.0
2013-08-21,833.0,834.7,780.2,783.6,3591352.0
2013-08-22,782.45,808.65,774.2,806.1,5095979.0
2013-08-23,813.7,824.7,808.5,819.5,3276098.0
2013-08-26,822.5,831.45,808.4,822.6,2266639.0
2013-08-27,814.0,824.9,800.0,803.25,2993270.0
2013-08-28,795.1,818.55,763.9,811.8,5900451.0
2013-08-29,816.0,853.4,812.5,845.25,7049010.0
2013-08-30,843.8,860.0,828.3,853.85,4901683.0
2013-09-02,853.2,890.0,853.2,886.75,4812235.0
2013-09-03,888.2,891.7,828.3,831.0,3960633.0
2013-09-04,833.75,864.55,833.0,849.35,3045550.0
2013-09-05,863.0,869.75,851.1,862.55,3258258.0
2013-09-06,870.0,873.5,841.5,868.0,3439791.0
2013-09-09,871.45,883.525,853.875,879.175,3833577.5
2013-09-10,872.9,893.55,866.25,890.35,4227364.0
2013-09-11,889.0,892.9,874.15,887.75,3396942.0
2013-09-12,888.0,901.0,871.15,875.4,4109760.0
2013-09-13,868.0,883.7,867.05,873.0,2246049.0
2013-09-16,885.95,887.7,854.0,861.75,2754524.0
2013-09-17,856.35,864.0,852.6,858.15,2498437.0
2013-09-18,860.5,875.0,856.8,871.95,3132560.0
2013-09-19,888.05,895.95,880.55,890.6,4328339.0
2013-09-20,886.0,901.0,870.5,881.9,4197357.0
2013-09-23,872.05,881.0,865.0,874.35,2028677.0
2013-09-24,872.0,884.55,868.15,874.6,2823675.0
2013-09-25,872.4,874.9,842.2,849.05,3993925.0
2013-09-26,846.65,850.15,835.25,838.25,4543087.0
2013-09-27,842.0,854.5,837.0,839.9,2744478.0
2013-09-30,832.05,844.5,819.1,822.4,3639687.0
2013-10-01,826.3,829.9,817.7,821.45,2082088.0
2013-10-02,824.8499999999999,839.4,820.55,834.2,2082048.5
2013-10-03,823.4,848.9,823.4,846.95,2082009.0
2013-10-04,840.55,859.7,838.0,854.4,2265225.0
2013-10-07,847.6,852.4,836.0,844.05,2575155.0
2013-10-08,849.7,854.7,839.2,844.95,2770271.0
2013-10-09,839.95,867.65,837.5,860.9,2732625.0
2013-10-10,859.0,862.8,848.05,860.0,2142108.0
2013-10-11,865.0,868.0,854.3,863.35,2233967.0
2013-10-14,865.0,875.0,863.2,870.3,2778882.0
2013-10-15,897.3,898.65,864.0,867.8,5266950.0
2013-10-16,883.65,893.325,864.325,874.075,4646551.5
2013-10-17,870.0,888.0,864.65,880.35,4026153.0
2013-10-18,881.6,908.0,881.6,905.65,5069374.0
2013-10-21,905.65,915.5,896.15,913.2,3461572.0
2013-10-22,907.4,910.95,897.5,904.2,2342103.0
2013-10-23,905.2,909.2,887.65,896.75,2044698.0
2013-10-24,892.05,911.0,881.35,884.5,2678332.0
2013-10-25,884.1,892.8,879.35,887.0,2273430.0
2013-10-28,888.0,904.85,887.85,890.75,3514321.0
2013-10-29,889.1,903.95,883.9,896.8,3303172.0
2013-10-30,896.5,902.9,894.7,898.15,2197777.0
2013-10-31,900.0,918.0,896.0,914.7,4521314.0
2013-11-01,910.1,926.55,903.35,908.25,2718063.0
2013-11-04,906.725,924.125,903.35,908.975,2611163.0
2013-11-05,903.35,921.7,903.35,909.7,2504263.0
2013-11-06,910.0,919.9,894.95,898.6,2198926.0
2013-11-07,899.0,905.8,882.1,885.9,2238424.0
2013-11-08,886.0,888.0,871.15,875.95,2001425.0
2013-11-11,874.0,882.1,860.2,863.9,2034671.0
2013-11-12,865.0,871.6,850.2,852.6,2781812.0
2013-11-13,849.9,861.4,842.1,844.4,1918164.0
2013-11-14,851.25,864.0,850.4,851.65,1835838.0
2013-11-15,854.675,870.875,853.275,863.2,2297780.5
2013-11-18,858.1,877.75,856.15,874.75,2759723.0
2013-11-19,875.0,884.9,875.0,878.35,1928073.0
2013-11-20,874.85,883.0,857.0,862.5,2992305.0
2013-11-21,859.9,860.0,843.45,847.6,2620866.0
2013-11-22,851.0,856.45,839.1,843.75,1710289.0
2013-11-25,847.35,856.85,844.05,851.7,2303754.0
2013-11-26,850.5,856.8,837.55,841.25,3192390.0
2013-11-27,844.5,849.5,835.25,837.95,2610836.0
2013-11-28,843.1,856.4,843.1,847.95,2867965.0
2013-11-29,850.95,856.5,848.6,853.2,2259353.0
2013-12-02,853.0,862.95,852.3,855.3,1650771.0
2013-12-03,855.0,865.5,850.65,861.9,2099451.0
2013-12-04,860.9,867.5,853.2,856.05,2002635.0
2013-12-05,872.0,877.0,868.05,871.0,2865154.0
2013-12-06,870.15,874.65,861.2,866.7,1668901.0
2013-12-09,882.1,888.0,876.2,878.95,2904113.0
2013-12-10,878.5,888.7,878.5,884.65,1992917.0
2013-12-11,882.5,884.95,872.5,882.6,1137789.0
2013-12-12,878.0,880.0,868.0,870.2,1300646.0
2013-12-13,867.0,868.1,857.65,864.7,2040359.0
2013-12-16,860.0,862.25,843.2,845.05,2296374.0
2013-12-17,848.7,852.9,836.75,839.2,2306272.0
2013-12-18,839.2,863.85,839.2,859.95,2745251.0
2013-12-19,864.4,864.4,843.7,854.05,3074567.0
2013-12-20,872.0,898.0,862.1,895.15,4687926.0
2013-12-23,899.0,909.0,890.0,896.25,3701213.0
2013-12-24,896.5,905.0,895.1,898.05,1670206.0
2013-12-25,895.5,902.5,888.6,892.8,2506031.0
2013-12-26,894.5,900.0,882.1,887.55,3341856.0
2013-12-27,888.6,893.9,876.9,878.85,1770277.0
2013-12-30,881.0,889.85,875.85,887.1,2357956.0
2013-12-31,888.0,898.25,887.1,895.2,1304298.0
2014-01-01,897.45,898.25,887.6,888.8,1337074.0
2014-01-02,887.7,896.0,870.1,875.0,1376901.0
2014-01-03,871.6,873.35,855.0,864.25,2933613.0
2014-01-06,862.1,863.25,850.0,854.95,3043781.0
2014-01-07,854.6,859.95,840.05,842.1,3957111.0
2014-01-08,844.4,857.35,844.4,849.05,2909048.0
2014-01-09,850.45,853.8,845.05,850.7,1899340.0
2014-01-10,848.35,876.3,848.0,858.15,3392170.0
2014-01-13,868.25,883.0,868.0,880.4,2756390.0
2014-01-14,878.5,884.55,872.45,881.5,2760267.0
2014-01-15,884.7,895.0,881.0,885.45,2893960.0
2014-01-16,888.7,893.3,882.05,886.15,4123266.0
2014-01-17,889.15,896.9,880.25,884.75,3534630.0
2014-01-20,886.9,889.0,866.1,869.75,3789008.0
2014-01-21,872.65,873.6,862.0,863.05,2241570.0
2014-01-22,863.5,875.35,858.15,872.45,1947009.0
2014-01-23,860.6,871.3,860.6,865.8,3146981.0
2014-01-24,862.0,874.65,861.1,867.65,2715344.0
2014-01-27,856.0,860.8,840.35,843.15,2822051.0
2014-01-28,847.0,856.0,842.7,844.85,2645575.0
2014-01-29,849.8,852.5,835.0,836.6,2828526.0
2014-01-30,831.4,833.85,822.2,825.0,3223490.0
2014-01-31,827.0,833.45,826.15,831.15,2523182.0
2014-02-03,826.2,829.8,819.45,820.9,1880728.0
2014-02-04,814.5,826.65,813.15,821.55,2825803.0
2014-02-05,820.1,821.5,806.9,817.25,2582636.0
2014-02-06,820.0,824.1,808.15,815.85,2474757.0
2014-02-07,822.1,823.8,810.6,814.45,1933597.0
2014-02-10,815.25,825.6,811.15,821.95,2364740.0
2014-02-11,823.0,825.0,802.75,805.25,2882244.0
2014-02-12,808.0,821.9,807.4,817.9,2246719.0
2014-02-13,818.9,818.9,805.05,807.4,1978914.0
2014-02-14,811.9,824.0,808.0,822.05,2107250.0
2014-02-17,817.65,822.0,807.05,812.3,2070622.0
2014-02-18,807.1,817.85,807.1,813.15,1312359.0
2014-02-19,813.0,820.0,810.0,812.25,1401247.0
2014-02-20,811.3,813.7,803.1,805.45,1838151.0
2014-02-21,807.1,816.0,805.6,811.5,1430079.0
2014-02-24,808.05,814.95,805.3,812.35,1554509.0
2014-02-25,814.3,816.0,807.55,810.55,1609074.0
2014-02-26,811.0,816.85,808.25,810.7,3110571.0
2014-02-27,810.85,816.1,800.675,805.325,3721096.5
2014-02-28,810.7,815.35,793.1,799.95,4331622.0
2014-03-03,800.1,806.8,797.15,803.4,2659675.0
2014-03-04,803.0,814.65,802.6,812.95,2056575.0
2014-03-05,815.55,818.0,805.15,807.0,2703603.0
2014-03-06,809.35,824.4,809.3,822.45,2325283.0
2014-03-07,825.0,874.0,825.0,869.4,7679752.0
2014-03-10,865.1,903.65,863.4,885.45,7513409.0
2014-03-11,885.0,887.8,872.1,874.75,2921335.0
2014-03-12,874.0,882.9,867.65,871.35,2155857.0
2014-03-13,875.0,894.75,874.7,879.55,3936620.0
2014-03-14,874.0,889.95,869.05,886.15,3780891.0
2014-03-17,881.75,899.375,879.275,891.3,4065968.5
2014-03-18,889.5,908.8,889.5,896.45,4351046.0
2014-03-19,900.0,909.9,895.25,903.0,3743369.0
2014-03-20,901.6,907.5,898.15,906.0,6791651.0
2014-03-21,907.0,913.35,882.15,885.8,5040481.0
2014-03-24,891.25,908.75,891.1,905.4,6586731.0
2014-03-25,879.0,882.5,872.5,879.3,7154556.0
2014-03-26,881.25,902.95,881.15,891.2,3156965.0
2014-03-27,894.85,904.9,892.1,900.75,12665322.0
2014-03-28,900.0,919.95,900.0,916.15,4267110.0
2014-03-31,916.25,939.8,913.2,930.75,4286368.0
2014-04-01,936.0,945.0,929.3,942.6,3575180.0
2014-04-02,945.0,962.0,938.1,958.2,6121499.0
2014-04-03,956.8,962.95,940.4,952.65,6069088.0
2014-04-04,952.0,953.25,941.55,944.25,2860462.0
2014-04-07,944.0,954.95,934.35,944.15,2949923.0
2014-04-08,947.0,960.825,940.75,953.15,3010920.0
2014-04-09,950.0,966.7,947.15,962.15,3071917.0
2014-04-10,964.7,973.9,962.2,969.05,2434297.0
2014-04-11,962.3,971.05,950.6,953.75,2672508.0
2014-04-14,956.15,962.525,943.6,951.425,2395111.5
2014-04-15,950.0,954.0,936.6,949.1,2117715.0
2014-04-16,946.5,959.0,938.1,941.3,2830152.0
2014-04-17,945.0,961.8,943.8,959.1,1793418.0
2014-04-18,957.475,965.875,949.95,959.35,2247316.0
2014-04-21,969.95,969.95,956.1,959.6,2701214.0
2014-04-22,960.0,988.75,956.1,967.75,4418930.0
2014-04-23,969.0,982.0,964.25,967.15,3494693.0
2014-04-24,968.5,975.5,955.125,957.7,3261956.5
2014-04-25,968.0,969.0,946.0,948.25,3029220.0
2014-04-28,949.8,956.0,941.35,945.0,3796899.0
2014-04-29,946.05,951.75,938.0,940.3,1919298.0
2014-04-30,943.9,960.0,929.1,935.8,3289582.0
2014-05-01,941.95,953.7,927.55,931.95,2681479.0
2014-05-02,940.0,947.4,926.0,928.1,2073376.0
2014-05-05,925.0,958.5,925.0,946.85,3474292.0
2014-05-06,947.9,967.0,947.55,963.35,2832651.0
2014-05-07,960.1,971.4,957.05,960.85,2416483.0
2014-05-08,963.1,970.1,950.75,960.3,2731382.0
2014-05-09,955.8,999.0,955.8,997.6,4217843.0
2014-05-12,994.9,1049.0,994.1,1028.7,7051280.0
2014-05-13,1040.0,1068.8,1034.5,1063.4,6140492.0
2014-05-14,1064.0,1068.0,1041.1,1045.5,4428958.0
2014-05-15,1045.5,1060.0,1039.25,1053.4,4769324.0
2014-05-16,1090.1,1145.25,1062.1,1079.25,12031151.0
2014-05-19,1091.0,1124.75,1086.9,1120.05,5439813.0
2014-05-20,1127.9,1129.0,1075.7,1079.85,5145199.0
2014-05-21,1079.85,1102.95,1073.75,1078.4,5026907.0
2014-05-22,1086.0,1113.4,1084.7,1100.8,4284833.0
2014-05-23,1111.55,1132.0,1102.0,1127.45,3786896.0
2014-05-26,1132.5,1140.0,1075.0,1101.7,3674151.0
2014-05-27,1103.0,1108.0,1075.1,1087.95,2576905.0
2014-05-28,1089.6,1106.6,1084.75,1088.9,2594834.0
2014-05-29,1092.5,1093.4,1068.35,1073.55,6322422.0
2014-05-30,1085.0,1089.7,1060.0,1064.7,3953091.0
2014-06-02,1074.75,1088.25,1065.3,1082.2,2012972.0
2014-06-03,1083.3,1102.0,1077.35,1095.4,2485694.0
2014-06-04,1092.65,1101.8,1076.25,1077.5,2017568.0
2014-06-05,1078.5,1094.9,1064.25,1089.9,4565820.0
2014-06-06,1107.4,1133.0,1104.1,1122.4,6701908.0
2014-06-09,1130.0,1132.7,1112.1,1122.65,3085371.0
2014-06-10,1130.45,1130.45,1100.45,1118.3,3602608.0
2014-06-11,1120.0,1120.0,1092.5,1102.1,3466329.0
2014-06-12,1098.55,1113.5,1084.1,1094.15,2689818.0
2014-06-13,1100.3,1107.0,1072.7,1081.9,3348036.0
2014-06-16,1084.0,1084.0,1057.15,1065.45,3285055.0
2014-06-17,1058.1,1093.3,1058.1,1090.05,3617320.0
2014-06-18,1088.0,1101.65,1060.65,1066.75,4391701.0
2014-06-19,1074.0,1074.95,1031.6,1042.1,5286280.0
2014-06-20,1045.9,1049.4,1034.25,1036.5,2938456.0
2014-06-23,1037.0,1044.9,1024.0,1037.95,3375785.0
2014-06-24,1045.0,1062.8,1045.0,1059.85,2717888.0
2014-06-25,1057.65,1059.35,1048.15,1051.0,2414935.0
2014-06-26,1025.0,1026.9,1006.7,1011.9,5595871.0
2014-06-27,1010.0,1023.5,1007.2,1012.1,2108794.0
2014-06-30,1012.55,1020.0,1000.0,1015.4,4721740.0
2014-07-01,1017.2,1020.55,1006.95,1008.0,2206576.0
2014-07-02,1017.0,1027.35,1012.0,1018.25,2810085.0
2014-07-03,1020.0,1025.0,1003.5,1006.5,2645940.0
2014-07-04,1005.0,1036.8,1003.3,1031.95,2961779.0
2014-07-07,1033.0,1037.0,1021.0,1027.2,3204529.0
2014-07-08,1026.0,1034.5,990.0,995.05,3996724.0
2014-07-09,1002.0,1009.9,992.5,1000.95,3406611.0
2014-07-10,1000.25,1021.5,981.05,997.2,4251670.0
2014-07-11,995.2,1002.0,963.65,966.5,4065087.0
2014-07-14,968.6,974.9,958.5,961.75,3146395.0
2014-07-15,963.4,980.0,963.05,972.2,3507637.0
2014-07-16,974.0,993.0,974.0,989.7,3190489.0
2014-07-17,988.0,998.2,980.3,982.5,2154828.0
2014-07-18,980.0,983.55,969.3,976.75,2133298.0
2014-07-21,1000.0,1008.0,995.05,997.65,3883004.0
2014-07-22,1004.0,1033.9,1001.1,1030.95,6512321.0
2014-07-23,1035.05,1039.8,1021.05,1033.25,3136481.0
2014-07-24,1030.0,1043.2,1024.0,1041.05,2211291.0
