Date,Open,High,Low,Close,Volume
2012-12-07,281.3,287.5,279.05,281.9,12808613.0
2012-12-10,283.35,286.15,278.0,279.95,9514028.0
2012-12-11,281.15,282.85,273.2,278.1,9015953.0
2012-12-12,279.0,280.75,274.9,276.5,7634409.0
2012-12-13,282.2,290.35,281.35,287.9,19468012.0
2012-12-14,287.5,294.2,284.65,292.1,12250874.0
2012-12-17,292.9,295.8,291.1,294.05,8295975.0
2012-12-18,296.8,300.45,294.0,298.35,14461367.0
2012-12-19,300.0,308.6,299.5,307.75,11633303.0
2012-12-20,307.8,309.2,302.5,304.9,8080630.0
2012-12-21,300.55,303.15,297.6,299.4,5434419.0
2012-12-24,301.4,310.4,297.1,306.95,9826168.0
2012-12-25,303.4,309.42499999999995,300.425,306.525,7327182.0
2012-12-26,305.4,308.45,303.75,306.1,4828196.0
2012-12-27,307.0,314.0,304.95,309.2,13097609.0
2012-12-28,310.7,312.4,308.2,310.05,7580582.0
2012-12-31,309.5,313.8,309.5,312.65,3537951.0
2013-01-01,316.0,318.3,314.5,316.75,3938243.0
2013-01-02,318.5,320.95,316.25,318.0,6855751.0
2013-01-03,320.0,321.75,317.15,318.1,6099593.0
2013-01-04,318.5,318.5,313.2,315.4,8870505.0
2013-01-07,317.8,318.6,312.6,313.25,4890565.0
2013-01-08,314.0,316.35,313.15,314.15,7226826.0
2013-01-09,319.0,330.35,318.95,327.35,16501960.0
2013-01-10,331.5,337.4,330.65,333.7,12617893.0
2013-01-11,334.85,336.15,326.8,330.4,7289572.0
2013-01-14,331.25,332.95,326.85,327.7,7133538.0
2013-01-15,329.9,333.65,327.9,331.55,6718125.0
2013-01-16,329.5,329.9,318.5,320.05,12610453.0
2013-01-17,324.1,331.25,324.1,328.95,9952219.0
2013-01-18,330.1,332.4,326.0,328.55,4962072.0
2013-01-21,329.1,330.0,322.25,323.25,3868407.0
2013-01-22,323.45,324.55,315.3,318.55,6037763.0
2013-01-23,317.0,318.7,310.1,313.05,7207833.0
2013-01-24,286.7,296.0,281.8,293.45,36503670.0
2013-01-25,294.9,304.9,290.15,301.0,15381899.0
2013-01-28,301.0,310.2,300.35,308.55,10597657.0
2013-01-29,306.0,315.9,303.0,304.25,13291908.0
2013-01-30,303.1,304.0,298.15,299.2,7935122.0
2013-01-31,297.35,299.8,295.0,298.0,6996002.0
2013-02-01,297.8,300.5,268.25,281.65,17075881.0
2013-02-04,293.05,296.9,289.4,292.0,11067747.0
2013-02-05,289.0,291.35,285.0,287.2,6213248.0
2013-02-06,289.8,290.25,284.05,286.2,6834888.0
2013-02-07,285.4,290.8,285.3,288.6,5701559.0
2013-02-08,292.0,295.2,284.7,285.4,9896168.0
2013-02-11,290.0,292.3,288.5,290.9,5157388.0
2013-02-12,294.25,299.85,291.45,298.55,6616532.0
2013-02-13,309.05,312.0,303.1,304.7,9814530.0
2013-02-14,305.0,306.0,294.75,297.2,7467602.0
2013-02-15,288.05,305.9,288.0,304.45,12481933.0
2013-02-18,304.65,308.2,301.6,305.8,8292999.0
2013-02-19,305.5,308.5,303.25,306.75,5386283.0
2013-02-20,307.25,309.25,301.5,303.95,7027661.0
2013-02-21,301.1,301.7,295.3,297.55,7613380.0
2013-02-22,294.95,297.55,289.85,292.9,8266002.0
2013-02-25,296.8,301.25,295.1,299.15,5915809.0
2013-02-26,294.8,295.9,285.6,289.4,9081134.0
2013-02-27,290.05,290.85,281.55,286.25,8740632.0
2013-02-28,293.25,293.25,280.55,287.55,14454879.0
2013-03-01,291.0,293.2,281.7,288.4,15648970.0
2013-03-04,289.0,292.45,285.75,289.75,9671806.0
2013-03-05,290.55,302.4,290.55,300.5,13164562.0
2013-03-06,303.1,311.45,302.65,309.4,13992872.0
2013-03-07,307.0,308.1,302.55,305.9,9840807.0
2013-03-08,305.9,307.9,300.65,303.8,7450816.0
2013-03-11,304.4,306.9,300.1,301.55,5754463.0
2013-03-12,306.3,307.95,301.5,304.7,7907952.0
2013-03-13,306.0,306.15,297.0,301.0,9309205.0
2013-03-14,299.0,302.7,293.0,301.0,8440024.0
2013-03-15,300.95,301.25,290.0,291.1,9480096.0
2013-03-18,289.9,290.0,285.1,286.85,5900292.0
2013-03-19,288.1,289.95,278.35,281.6,9485483.0
2013-03-20,281.6,286.75,276.5,285.65,9562024.0
2013-03-21,284.15,284.2,269.65,273.6,11742487.0
2013-03-22,274.9,278.3,265.1,270.35,12820865.0
2013-03-25,273.45,275.8,268.85,270.75,8333156.0
2013-03-26,271.5,277.9,266.35,275.8,9374553.0
2013-03-27,272.0,275.45,266.57500000000005,272.475,11949272.5
2013-03-28,272.5,273.0,266.8,269.15,14523992.0
2013-03-29,269.725,270.225,264.45000000000005,267.325,9970116.0
2013-04-01,266.95,267.45,262.1,265.5,5416240.0
2013-04-02,262.6,268.75,258.55,267.2,10458221.0
2013-04-03,266.05,267.0,255.7,257.2,13014504.0
2013-04-04,256.05,263.45,254.45,257.7,9369161.0
2013-04-05,257.55,261.4,251.8,255.2,8703291.0
2013-04-08,257.85,260.8,253.2,256.7,4739428.0
2013-04-09,259.0,265.55,259.0,262.85,14601352.0
2013-04-10,264.0,269.0,257.7,268.0,7331515.0
2013-04-11,278.0,281.4,275.45,278.15,14081199.0
2013-04-12,274.75,280.35,272.2,275.15,5380987.0
2013-04-15,270.4,272.3,264.1,269.0,7759517.0
2013-04-16,265.0,272.45,262.8,270.95,6514294.0
2013-04-17,274.05,275.05,268.9,271.2,9704996.0
2013-04-18,268.3,284.4,267.5,282.45,10750549.0
2013-04-19,275.775,285.975,274.625,283.85,8635016.0
2013-04-22,283.25,287.55,281.75,285.25,6519483.0
2013-04-23,284.2,284.5,277.0,281.5,4307228.0
2013-04-24,284.85,290.275,280.875,287.4,7029070.0
2013-04-25,285.5,296.05,284.75,293.3,9750912.0
2013-04-26,294.0,298.0,290.2,296.3,8055456.0
2013-04-29,294.65,298.75,292.05,296.15,5048414.0
2013-04-30,296.2,301.0,291.1,300.0,7962986.0
2013-05-01,295.95,300.9,291.57500000000005,298.675,8573927.0
2013-05-02,295.7,300.8,292.05,297.35,9184868.0
2013-05-03,293.95,294.35,284.55,285.6,8403039.0
2013-05-06,285.0,293.35,282.85,291.05,7815749.0
2013-05-07,292.55,300.7,292.55,298.4,5479556.0
2013-05-08,299.9,305.75,298.6,300.25,6459265.0
2013-05-09,301.0,303.75,295.1,300.1,5577369.0
2013-05-10,300.1,310.0,299.25,309.05,7393745.0
2013-05-13,305.65,309.8,295.9,297.45,3785524.0
2013-05-14,297.8,303.85,295.4,300.3,6699345.0
2013-05-15,302.45,311.95,302.1,308.85,8414912.0
2013-05-16,307.0,309.45,302.3,303.65,5186185.0
2013-05-17,301.25,308.4,300.8,303.35,6975884.0
2013-05-20,305.6,316.2,300.0,302.05,9271269.0
2013-05-21,301.5,303.1,292.0,292.95,7468655.0
2013-05-22,296.1,298.15,289.0,291.15,5937143.0
2013-05-23,287.3,293.6,285.25,291.05,7921154.0
2013-05-24,292.5,296.15,282.85,288.1,9101109.0
2013-05-27,286.6,295.9,285.15,294.5,5514680.0
2013-05-28,294.0,298.6,290.6,295.8,7124280.0
2013-05-29,299.0,305.35,295.55,303.8,10664646.0
2013-05-30,315.0,319.1,310.8,317.05,14890021.0
2013-05-31,316.25,319.5,312.1,313.3,6832753.0
2013-06-03,309.75,315.8,307.4,314.05,7991736.0
2013-06-04,310.0,317.8,302.95,306.1,7785500.0
2013-06-05,304.55,310.0,303.7,307.3,5666915.0
2013-06-06,304.0,309.7,304.0,306.7,5515881.0
2013-06-07,305.5,309.9,298.0,301.9,5839679.0
2013-06-10,301.55,303.8,292.4,296.05,6474598.0
2013-06-11,296.4,297.55,288.75,293.15,9747868.0
2013-06-12,291.0,296.5,290.0,293.55,6462768.0
2013-06-13,290.4,290.4,280.1,282.95,7846830.0
2013-06-14,289.0,298.4,287.4,296.8,7610723.0
2013-06-17,296.8,300.6,288.55,299.45,7205573.0
2013-06-18,298.0,299.5,293.0,297.6,8257875.0
2013-06-19,295.0,295.75,290.75,292.1,4812234.0
2013-06-20,287.1,292.25,283.35,288.75,13426910.0
2013-06-21,285.0,289.25,282.15,287.05,8394864.0
2013-06-24,285.0,287.65,280.5,283.9,9699151.0
2013-06-25,283.25,284.75,272.1,281.45,12647291.0
2013-06-26,281.0,282.75,269.15,272.65,10379194.0
2013-06-27,274.55,277.45,263.1,270.3,21100726.0
2013-06-28,275.2,282.0,275.2,281.3,8113830.0
2013-07-01,278.0,291.05,277.0,289.8,7770037.0
2013-07-02,287.0,288.25,282.0,286.45,6304038.0
2013-07-03,282.15,289.35,277.75,284.2,10505656.0
2013-07-04,286.0,293.75,282.25,292.3,7025766.0
2013-07-05,296.0,298.3,293.1,296.2,6383463.0
2013-07-08,288.9,289.5,282.3,287.8,7342292.0
2013-07-09,288.5,290.45,284.65,289.1,7075394.0
2013-07-10,287.7,288.5,280.8,284.05,9886352.0
2013-07-11,287.7,291.6,282.75,284.9,5910118.0
2013-07-12,285.2,294.3,285.1,292.5,8593420.0
2013-07-15,290.8,291.8,286.05,288.45,5312833.0
2013-07-16,284.0,292.35,281.7,291.55,6937607.0
2013-07-17,290.65,291.05,282.3,285.25,5373439.0
2013-07-18,284.6,288.1,280.75,286.9,5208359.0
2013-07-19,287.0,297.6,287.0,294.65,6247962.0
2013-07-22,294.0,300.8,293.3,297.85,5330210.0
2013-07-23,298.2,301.5,294.25,298.8,7317801.0
2013-07-24,298.0,300.95,294.7,297.3,4795606.0
2013-07-25,298.0,303.25,294.7,299.9,8102895.0
2013-07-26,301.0,301.65,287.3,289.95,4255393.0
2013-07-29,288.0,297.0,288.0,295.75,4588678.0
2013-07-30,295.95,297.65,282.3,284.9,6381746.0
2013-07-31,282.5,292.5,278.0,290.5,6074890.0
2013-08-01,291.5,293.7,284.2,288.95,4065282.0
2013-08-02,287.8,291.9,282.25,290.45,5526691.0
2013-08-05,290.25,302.0,279.2,284.75,6363971.0
2013-08-06,284.45,288.9,280.4,287.55,7936760.0
2013-08-07,284.1,286.75,271.8,278.9,19307409.0
2013-08-08,285.5,293.3,275.3,278.8,16147469.0
2013-08-09,283.75,289.35,276.775,280.05,11499127.0
2013-08-12,282.0,285.4,278.25,281.3,6850785.0
2013-08-13,280.9,294.0,276.05,290.85,12092244.0
2013-08-14,298.25,324.4,298.2,319.1,22573141.0
2013-08-15,307.875,323.9,304.775,316.525,19091329.0
2013-08-16,317.5,323.4,311.35,313.95,15609517.0
2013-08-19,307.2,308.75,297.4,301.7,9626161.0
2013-08-20,297.0,298.4,285.6,287.95,11189887.0
2013-08-21,290.8,294.6,278.55,283.35,6630724.0
2013-08-22,284.0,294.9,284.0,291.95,10446451.0
2013-08-23,295.0,304.6,294.1,300.95,10250648.0
2013-08-26,301.5,304.3,293.5,298.1,5415542.0
2013-08-27,295.0,295.5,287.75,290.05,6614370.0
2013-08-28,290.05,299.5,286.3,297.95,10404816.0
2013-08-29,299.5,309.0,295.3,306.0,10493664.0
2013-08-30,308.05,308.7,293.5,299.25,6378520.0
2013-09-02,296.0,302.0,292.05,299.7,6556397.0
2013-09-03,302.0,311.35,295.65,297.35,8166216.0
2013-09-04,302.4,313.75,300.25,311.7,7751371.0
2013-09-05,316.05,324.35,314.65,318.1,8725114.0
2013-09-06,318.3,320.0,312.2,317.8,5172580.0
2013-09-09,319.20000000000005,336.675,316.15,333.70000000000005,12096667.5
2013-09-10,320.1,353.35,320.1,349.6,19020755.0
2013-09-11,348.5,350.55,336.2,340.45,9117663.0
2013-09-12,341.9,342.0,329.5,333.45,6590825.0
2013-09-13,332.0,338.3,330.1,334.05,5908250.0
2013-09-16,339.0,340.8,324.85,331.35,5733708.0
2013-09-17,329.0,337.65,328.25,335.05,4875668.0
2013-09-18,341.0,341.0,332.95,336.85,6544480.0
2013-09-19,344.8,351.55,341.4,349.15,9317393.0
2013-09-20,344.9,354.85,332.4,338.35,11600943.0
2013-09-23,337.65,341.35,331.1,333.85,3938571.0
2013-09-24,334.5,342.25,334.15,337.1,8854718.0
2013-09-25,339.1,347.45,339.1,344.1,9674826.0
2013-09-26,342.3,347.3,341.0,343.55,4832518.0
2013-09-27,343.0,346.2,338.35,340.1,3325470.0
2013-09-30,338.1,339.5,330.0,332.5,3492037.0
2013-10-01,332.9,339.8,330.3,335.65,5030614.0
2013-10-02,334.29999999999995,344.07500000000005,332.20000000000005,340.79999999999995,6629864.0
2013-10-03,335.7,348.35,334.1,345.95,8229114.0
2013-10-04,345.0,364.8,344.4,350.05,12261119.0
2013-10-07,350.0,352.8,343.5,347.9,5520739.0
2013-10-08,352.2,359.4,349.8,350.55,7297904.0
2013-10-09,350.8,356.35,350.0,354.2,8808415.0
2013-10-10,354.0,373.85,352.1,371.65,12367384.0
2013-10-11,375.0,389.6,368.55,385.3,18024178.0
2013-10-14,386.1,393.3,385.7,390.45,7173403.0
2013-10-15,390.85,393.0,382.3,388.85,8293578.0
2013-10-16,388.15,389.225,376.45000000000005,381.125,9115745.0
2013-10-17,385.45,385.45,370.6,373.4,9937912.0
2013-10-18,376.55,381.8,374.5,379.65,6931755.0
2013-10-21,380.0,391.5,378.65,380.05,6909188.0
2013-10-22,380.4,385.1,376.1,380.0,5165286.0
2013-10-23,381.15,382.35,368.1,374.65,6365332.0
2013-10-24,377.1,384.7,374.4,379.3,7336447.0
2013-10-25,378.1,379.4,372.6,376.25,2965203.0
2013-10-28,377.15,381.8,374.1,377.6,3421077.0
2013-10-29,377.7,384.2,375.0,381.65,5667639.0
2013-10-30,383.0,384.15,377.2,379.6,5324966.0
2013-10-31,380.0,386.4,379.2,381.15,9109644.0
2013-11-01,384.0,389.0,383.2,384.6,4489619.0
2013-11-04,385.5,394.975,385.1,389.95000000000005,6776961.5
2013-11-05,387.0,400.95,387.0,395.3,9064304.0
2013-11-06,397.3,400.8,390.0,391.05,6519204.0
2013-11-07,390.9,394.9,377.35,380.15,5685498.0
2013-11-08,378.8,391.0,371.25,384.15,12659764.0
2013-11-11,380.0,386.0,374.5,377.1,10752349.0
2013-11-12,377.8,379.35,358.1,360.0,8282471.0
2013-11-13,362.0,369.45,362.0,366.2,7488788.0
2013-11-14,372.1,388.25,372.1,387.05,12280945.0
2013-11-15,380.05,391.125,377.07500000000005,389.65,11911789.0
2013-11-18,388.0,394.0,382.05,392.25,11542633.0
2013-11-19,395.0,395.75,387.1,391.35,4658384.0
2013-11-20,388.8,392.4,384.4,386.0,4884635.0
2013-11-21,383.4,386.5,381.35,383.15,3632318.0
2013-11-22,384.75,384.75,372.0,374.15,6189228.0
2013-11-25,377.2,387.1,377.2,386.15,3812176.0
2013-11-26,387.65,391.4,379.05,390.25,5183756.0
2013-11-27,393.5,399.9,392.6,399.2,6706436.0
2013-11-28,403.1,405.05,394.6,397.9,9112041.0
2013-11-29,399.0,401.85,395.3,398.7,4816843.0
2013-12-02,398.0,403.85,396.1,399.9,7630627.0
2013-12-03,401.0,403.7,395.2,399.05,7562749.0
2013-12-04,397.3,400.8,390.6,392.65,4921167.0
2013-12-05,400.5,401.0,388.2,390.3,5020247.0
2013-12-06,387.0,394.6,385.95,390.9,4654055.0
2013-12-09,402.5,402.6,389.5,393.45,7847724.0
2013-12-10,394.8,396.4,389.35,390.7,7596464.0
2013-12-11,385.2,386.75,376.1,377.8,8323690.0
2013-12-12,374.1,374.1,359.0,360.45,15423529.0
2013-12-13,364.1,371.9,363.4,370.35,8602143.0
2013-12-16,368.0,371.1,365.85,368.05,4753789.0
2013-12-17,371.7,374.95,364.65,366.85,6974111.0
2013-12-18,367.0,370.85,362.5,368.5,8733357.0
2013-12-19,372.0,373.0,364.05,369.55,7418057.0
2013-12-20,367.3,376.5,367.3,373.7,5307016.0
2013-12-23,373.8,378.45,373.1,375.65,3229332.0
2013-12-24,375.7,376.0,371.5,372.65,2273403.0
2013-12-25,374.35,376.275,369.75,371.45,3905906.0
2013-12-26,373.0,376.55,368.0,370.25,5538409.0
2013-12-27,371.1,374.4,368.9,371.9,3302268.0
2013-12-30,374.15,378.1,372.35,374.8,3693195.0
2013-12-31,374.1,378.1,374.1,376.4,4341614.0
2014-01-01,377.55,378.8,374.05,374.95,1350265.0
2014-01-02,374.95,376.2,369.2,372.35,2983093.0
2014-01-03,368.0,368.0,360.0,362.7,4950946.0
2014-01-06,367.5,370.5,364.2,366.95,5431816.0
2014-01-07,367.0,370.0,363.75,365.1,3978229.0
2014-01-08,365.1,371.6,364.55,370.25,5397831.0
2014-01-09,372.2,372.4,365.0,367.95,3565546.0
2014-01-10,370.0,370.6,365.5,367.0,3067850.0
2014-01-13,372.65,379.45,371.75,376.15,6635467.0
2014-01-14,375.1,375.5,368.1,371.8,3237644.0
2014-01-15,374.0,378.15,372.7,377.3,4795274.0
2014-01-16,379.0,379.0,366.8,369.75,7705700.0
2014-01-17,367.5,373.9,367.05,369.7,4947903.0
2014-01-20,371.05,376.75,370.5,374.9,3212466.0
2014-01-21,375.0,387.8,372.2,384.8,5720137.0
2014-01-22,381.45,387.5,380.05,386.1,5594747.0
2014-01-23,385.25,389.0,380.7,383.6,3750003.0
2014-01-24,379.0,382.05,368.8,370.4,3581923.0
2014-01-27,363.0,363.0,345.55,348.25,9140386.0
2014-01-28,345.5,359.4,345.5,356.25,6542003.0
2014-01-29,360.1,362.55,350.55,351.75,3252615.0
2014-01-30,349.3,367.5,349.0,361.75,9019795.0
2014-01-31,358.4,358.4,347.0,349.55,6859611.0
2014-02-03,347.0,349.75,335.6,336.4,5577370.0
2014-02-04,332.1,346.7,332.1,345.85,11339969.0
2014-02-05,343.0,358.5,339.55,355.1,9337843.0
2014-02-06,353.05,360.25,349.0,357.65,7999919.0
2014-02-07,360.0,363.0,356.1,360.2,5432815.0
2014-02-10,365.0,367.4,358.0,364.05,6509957.0
2014-02-11,381.05,382.7,370.65,374.5,15661815.0
2014-02-12,376.0,383.0,375.15,376.65,7720562.0
2014-02-13,380.0,383.45,374.7,375.95,6753321.0
2014-02-14,380.2,390.0,380.2,388.8,6688954.0
2014-02-17,392.05,395.45,384.25,386.6,8551120.0
2014-02-18,387.95,394.25,385.3,391.4,6011915.0
2014-02-19,392.0,393.0,387.9,391.5,3904872.0
2014-02-20,391.5,395.0,389.4,391.85,6663891.0
2014-02-21,395.0,397.8,392.85,396.2,6329199.0
2014-02-24,397.05,400.85,394.2,396.55,5194044.0
2014-02-25,399.0,399.7,393.55,398.5,3031959.0
2014-02-26,397.1,402.55,396.05,401.2,7239939.0
2014-02-27,403.55,410.375,400.20000000000005,409.075,9891694.0
2014-02-28,410.0,418.2,404.35,416.95,12543449.0
2014-03-03,415.0,415.0,408.25,410.7,6613105.0
2014-03-04,411.25,420.7,405.8,412.9,5556293.0
2014-03-05,415.0,416.2,407.15,409.6,4002207.0
2014-03-06,411.5,412.3,404.4,408.45,5657373.0
2014-03-07,408.5,415.85,405.5,409.1,5997347.0
2014-03-10,404.4,406.65,393.45,396.0,5777982.0
2014-03-11,393.0,404.5,393.0,397.95,6048848.0
2014-03-12,397.1,398.0,388.0,388.85,4478567.0
2014-03-13,393.45,396.65,384.85,388.0,3857870.0
2014-03-14,383.0,394.7,383.0,393.25,3208372.0
2014-03-17,388.5,396.025,381.75,387.25,5009769.5
2014-03-18,394.0,397.35,380.5,381.25,6811167.0
2014-03-19,385.9,387.65,379.55,384.35,6265086.0
2014-03-20,382.0,385.0,378.75,379.7,4092825.0
2014-03-21,382.15,390.0,381.9,389.15,5685397.0
2014-03-24,391.0,394.45,389.25,391.5,3159565.0
2014-03-25,392.0,393.5,386.65,390.85,3891051.0
2014-03-26,394.6,403.0,394.6,401.65,7347685.0
2014-03-27,403.0,404.95,393.75,396.7,9166505.0
2014-03-28,400.8,403.35,395.4,397.3,3365107.0
2014-03-31,401.0,404.15,396.65,398.65,4118759.0
2014-04-01,405.15,406.5,399.5,403.15,3946055.0
2014-04-02,406.8,415.0,405.0,414.1,6294255.0
2014-04-03,415.9,418.0,407.1,411.35,5301516.0
2014-04-04,414.4,414.4,404.45,405.5,2900822.0
2014-04-07,405.05,410.0,400.85,404.0,3792597.0
2014-04-08,406.525,416.4,404.175,412.45,5339364.5
2014-04-09,408.0,422.8,407.5,420.9,6886132.0
2014-04-10,423.0,435.0,423.0,430.8,6320344.0
2014-04-11,428.9,437.8,422.2,423.6,6082343.0
2014-04-14,427.25,433.625,415.625,417.775,6473940.5
2014-04-15,425.6,429.45,409.05,411.95,6865538.0
2014-04-16,409.5,418.95,409.35,411.15,3782508.0
2014-04-17,415.35,430.6,415.3,429.1,4577368.0
2014-04-18,420.125,432.57500000000005,419.725,430.6,3698002.5
2014-04-21,424.9,434.55,424.15,432.1,2818637.0
2014-04-22,430.9,434.7,426.6,428.8,2488045.0
2014-04-23,430.3,433.7,422.3,425.05,5383562.0
2014-04-24,427.675,432.225,422.45000000000005,424.15,4751012.0
2014-04-25,425.05,430.75,422.6,423.25,4118462.0
2014-04-28,423.1,423.1,415.0,416.45,3517997.0
2014-04-29,416.05,418.8,407.6,408.95,2379745.0
2014-04-30,413.7,418.0,404.2,414.75,5583892.0
2014-05-01,415.85,419.15,407.7,414.75,4200394.0
2014-05-02,418.0,420.3,411.2,414.75,2816896.0
2014-05-05,408.55,415.9,408.55,414.45,2450473.0
2014-05-06,414.9,422.0,414.5,419.15,2735911.0
2014-05-07,419.0,421.7,415.5,416.7,3380285.0
2014-05-08,419.9,424.2,417.55,423.05,3040775.0
2014-05-09,423.95,429.1,419.25,427.5,5002332.0
2014-05-12,427.4,446.5,426.5,445.2,6310558.0
2014-05-13,447.25,455.75,438.8,440.95,5470693.0
2014-05-14,440.0,446.1,434.05,442.35,2878176.0
2014-05-15,445.0,448.65,437.15,439.65,4353266.0
2014-05-16,444.1,465.0,443.5,449.85,9394433.0
2014-05-19,456.0,457.8,442.8,444.4,5822795.0
2014-05-20,446.05,451.85,436.6,439.85,6228431.0
2014-05-21,442.3,444.95,434.1,436.95,5246604.0
2014-05-22,437.5,441.15,428.25,430.8,7587124.0
2014-05-23,427.35,439.9,425.0,431.3,7325923.0
2014-05-26,438.0,453.75,438.0,444.05,9114207.0
2014-05-27,447.35,451.35,433.5,436.6,5495046.0
2014-05-28,433.0,435.8,423.5,428.75,8431663.0
2014-05-29,424.45,432.35,421.35,424.3,7090240.0
2014-05-30,411.5,422.2,407.05,415.05,11027927.0
2014-06-02,415.0,422.7,410.55,420.75,5453105.0
2014-06-03,417.35,424.0,416.25,420.9,8815039.0
2014-06-04,425.0,429.5,421.0,422.05,6432255.0
2014-06-05,420.0,436.05,417.15,435.0,8990112.0
2014-06-06,437.0,440.5,428.5,439.1,8064951.0
2014-06-09,439.5,453.4,439.5,448.6,6990208.0
2014-06-10,450.3,455.4,442.45,453.4,6351229.0
2014-06-11,452.0,453.5,437.75,445.75,5822019.0
2014-06-12,445.0,451.45,441.75,449.55,4224821.0
2014-06-13,449.95,450.25,435.0,438.25,5398821.0
2014-06-16,436.5,438.25,429.05,430.85,4751076.0
2014-06-17,434.1,443.2,427.15,440.9,4834977.0
2014-06-18,444.5,445.0,430.55,433.15,3014079.0
2014-06-19,438.0,443.8,435.0,438.6,6664761.0
2014-06-20,441.2,442.05,432.95,438.05,4730789.0
2014-06-23,436.4,442.5,431.2,435.6,3759439.0
2014-06-24,434.1,445.6,434.1,442.15,3977357.0
2014-06-25,441.05,448.6,439.2,443.25,4431204.0
2014-06-26,443.0,448.85,436.2,438.0,4030884.0
2014-06-27,437.1,440.85,430.1,432.35,2593373.0
2014-06-30,434.0,436.2,429.05,431.3,3209913.0
2014-07-01,432.8,452.9,432.8,450.8,6363294.0
2014-07-02,451.4,458.6,445.1,455.8,5764628.0
2014-07-03,455.8,472.8,455.0,469.75,10030921.0
2014-07-04,470.0,474.25,466.5,469.45,6984574.0
2014-07-07,474.0,479.95,472.1,478.85,5245180.0
2014-07-08,479.5,484.7,465.35,470.0,6686015.0
2014-07-09,469.8,469.9,453.0,457.25,3885806.0
2014-07-10,460.2,474.75,449.75,453.15,5303111.0
2014-07-11,455.25,461.45,443.8,445.95,2709162.0
2014-07-14,445.0,458.85,442.6,456.0,3573195.0
2014-07-15,458.25,464.9,456.7,462.9,3571017.0
2014-07-16,466.2,471.6,462.1,470.3,3554224.0
2014-07-17,467.0,477.35,465.15,475.3,5060355.0
2014-07-18,471.8,477.5,466.35,475.3,4104064.0
2014-07-21,476.25,478.45,470.0,474.95,2125042.0
2014-07-22,474.95,488.2,472.25,486.7,4200537.0
2014-07-23,485.5,487.9,476.75,484.85,4694832.0
2014-07-24,483.2,487.2,477.1,485.25,3303449.0
2014-07-25,486.0,486.0,456.4,461.1,6276194.0
2014-07-28,456.5,470.05,451.3,453.85,8303008.0
2014-07-29,455.75,462.75,446.65,452.6,10877019.0
2014-07-30,455.0,455.45,442.0,451.35,13451030.0
2014-07-31,453.0,454.7,445.05,446.75,9372425.0
